time_tick,att_X_value,att_Y_value,att_Z_value
20.965844,-1.402346,0.879178,-29.708980
21.000807,-1.651504,0.884580,-31.085427
21.030788,-1.543113,0.924753,-32.840225
21.060763,-1.843542,0.704081,-34.256743
21.090738,-1.741522,0.613575,-35.417946
21.145689,-1.608661,0.372169,-37.102564
21.175664,-1.768989,0.324907,-38.262332
21.205639,-1.803987,0.442155,-39.650478
21.235593,-1.848033,0.339758,-40.860039
21.270584,-1.901294,0.347048,-41.954842
21.310549,-1.770217,0.454729,-42.903468
21.340524,-1.764407,0.578492,-43.687371
21.370498,-1.842556,0.632182,-44.517669
21.400473,-1.934432,0.740619,-45.292445
21.435444,-2.247912,0.813572,-46.140108
21.465419,-1.977247,0.714094,-46.428139
21.505383,-2.177592,0.804543,-46.657661
21.535357,-2.301896,0.735921,-46.813862
21.570321,-2.218162,0.694890,-46.971305
21.600290,-1.979296,0.830740,-47.255168
21.640253,-2.090986,0.886501,-47.901858
21.670218,-1.971292,0.868752,-48.311927
21.705214,-1.863693,0.956520,-49.014313
21.735189,-1.952834,1.097793,-50.095575
21.765163,-2.061470,1.086211,-50.973989
21.795138,-2.100307,1.160237,-51.381409
21.835102,-1.922350,1.221723,-51.607667
21.880066,-2.011889,1.360884,-52.094138
21.910039,-2.213400,1.489628,-52.473736
21.940013,-2.163353,1.468127,-52.732034
21.969974,-2.233055,1.620379,-52.943300
22.004953,-2.292475,1.716600,-53.203280
22.034921,-2.313809,1.694930,-53.461982
22.074879,-2.323715,1.672929,-53.884920
22.104873,-2.223793,1.721049,-54.724072
22.134848,-2.306364,1.657699,-56.053689
22.164821,-2.329619,1.466501,-57.465014
22.199793,-2.360609,1.384119,-59.207956
22.239759,-2.505699,1.170400,-60.551114
22.259722,-2.450023,1.170998,-61.137559
22.289712,-2.354737,1.030559,-61.993919
22.334679,-2.592912,1.060942,-63.385223
22.364633,-2.466205,0.983314,-64.234514
22.394627,-2.618250,0.536982,-64.854653
22.434592,-2.711707,0.588022,-65.519140
22.464566,-2.688172,0.519180,-65.908931
22.509528,-2.716732,0.520927,-66.494543
22.539503,-2.857010,0.662775,-67.024318
22.569477,-2.937096,0.822702,-67.461871
22.599451,-3.015575,0.941497,-67.873227
22.634408,-2.887860,1.084187,-68.398297
22.659400,-2.676989,1.127955,-68.774015
22.704357,-2.852595,1.256151,-69.772025
22.734316,-2.724543,1.317905,-70.513845
22.779297,-2.856081,1.267626,-72.170510
22.804278,-2.964108,1.342228,-73.496290
22.829257,-3.288566,1.346426,-74.480824
22.869222,-3.265226,1.280001,-74.849161
22.904174,-2.930977,1.048026,-74.964312
22.934154,-2.812002,1.064479,-75.198521
22.964143,-2.703711,1.191878,-76.063206
23.004107,-2.682059,0.983220,-76.820825
23.034082,-2.511701,0.797048,-77.372514
23.079031,-2.379485,0.621634,-78.669371
23.094030,-2.477093,0.560172,-79.071999
23.138992,-2.666421,0.406041,-80.382065
23.168965,-2.667785,0.348924,-81.316330
23.203938,-2.965619,0.376696,-82.722564
23.243902,-3.122916,0.311454,-83.978742
23.263871,-3.022024,0.239317,-84.206879
23.303853,-3.065542,0.071623,-84.631714
23.333821,-3.201411,0.226738,-84.983371
23.363789,-3.353317,0.230271,-85.145940
23.408742,-3.187891,0.335967,-85.594695
23.438737,-3.038509,0.329890,-86.228074
23.468711,-3.332578,0.430146,-87.345827
23.503671,-3.253553,0.425815,-88.402751
23.533584,-3.258936,0.218087,-89.182449
23.563558,-3.221690,0.142225,-89.801531
23.593533,-3.186056,0.002503,-90.173407
23.623507,-3.014028,0.093287,-90.443149
23.678435,-2.662020,0.013879,-90.461065
23.708408,-2.633608,0.003877,-90.656386
23.723421,-2.652628,0.008166,-90.743164
23.768363,-2.712498,0.096101,-91.007577
23.813345,-2.816431,0.089136,-90.938548
23.833329,-2.716054,0.013979,-90.954940
23.863303,-2.503288,-0.051711,-90.929585
23.903267,-2.502105,0.501784,-90.876832
23.933242,-2.674473,0.568110,-90.882479
23.968214,-2.674430,0.620974,-90.862651
24.008178,-2.191476,0.793523,-90.843769
24.023140,-2.202213,0.806453,-90.845839
24.068127,-2.365644,0.571648,-90.826599
24.098101,-2.383565,0.613009,-90.807537
24.133073,-2.245908,0.557508,-90.794032
24.163022,-2.308043,0.534214,-90.807852
24.193022,-2.288029,0.607010,-90.778518
24.222996,-2.281923,0.633173,-90.758136
24.267958,-2.598126,0.713086,-90.759416
24.307924,-2.516425,0.728158,-90.749008
24.337878,-2.596933,0.782879,-90.725972
24.367867,-2.768974,0.874465,-90.735359
24.397835,-2.829702,0.885531,-90.741280
24.442808,-2.784363,0.954256,-90.723529
24.472756,-2.805664,0.989440,-90.730642
24.502754,-2.737599,0.990942,-90.717109
24.537728,-2.609813,0.968234,-90.699898
24.567704,-2.838982,0.934353,-90.708847
24.607667,-2.834499,0.918796,-90.705402
24.637642,-2.846870,0.885089,-90.682855
24.667616,-2.959464,0.866461,-90.692970
24.697591,-2.933367,0.804163,-90.704660
24.742531,-2.967685,0.824192,-90.688350
24.772530,-3.102295,0.950832,-90.688973
24.802483,-3.185018,0.904150,-90.691364
24.847463,-3.173775,0.989983,-90.688028
24.862451,-3.212750,1.043513,-90.702173
24.907412,-3.060870,1.114479,-90.689587
24.937387,-3.352327,1.139353,-90.672902
24.967354,-3.506460,1.211833,-90.680204
25.002333,-3.680764,1.230155,-90.654581
25.042297,-3.512813,1.197195,-90.676941
25.072272,-3.548438,1.111002,-90.679841
25.102246,-3.495027,1.093751,-90.691981
25.137204,-3.375065,1.166207,-90.729278
25.167192,-3.242965,1.184225,-90.767583
25.192158,-3.098540,1.109453,-90.781226
25.237132,-3.055310,1.078234,-90.809994
25.267106,-2.967750,1.127210,-90.896466
25.302078,-2.683808,1.012145,-90.942103
25.342043,-2.611397,0.916148,-90.990478
25.372018,-2.590273,0.863537,-91.036263
25.401985,-2.313206,0.635124,-90.963825
25.436962,-2.322609,0.975936,-90.963011
25.466937,-1.946594,1.130529,-90.928960
25.496911,-2.157264,0.931469,-90.919600
25.526881,-2.210736,0.887520,-90.910944
25.566841,-1.929985,1.105869,-90.892629
25.611811,-1.991078,0.981473,-90.883604
25.641786,-2.012803,1.016158,-90.870813
25.671757,-1.951625,1.109262,-90.861130
25.701735,-2.044810,0.966215,-90.853672
25.731709,-1.992326,1.005001,-90.847417
25.776650,-1.997552,1.003723,-90.838149
25.806648,-1.962679,1.029036,-90.831593
25.836603,-1.969460,1.028761,-90.826707
25.866585,-2.035624,0.927358,-90.820006
25.911556,-2.063273,0.927550,-90.811406
25.941530,-2.079600,0.898394,-90.807711
25.971506,-2.094367,0.885019,-90.803385
26.001473,-2.115872,0.862346,-90.796779
26.036451,-2.128041,0.844350,-90.792142
26.076416,-2.144798,0.827606,-90.787874
26.091377,-2.147213,0.812745,-90.786497
26.136364,-2.146403,0.813315,-90.780556
26.166339,-2.142466,0.807216,-90.776727
26.201311,-2.160008,0.793499,-90.772244
26.231259,-2.160701,0.789906,-90.768841
26.271248,-2.162474,0.792887,-90.763506
26.291224,-2.173291,0.784949,-90.761614
26.336195,-2.183139,0.757257,-90.757279
26.376160,-2.184529,0.758973,-90.752694
26.406135,-2.186493,0.751069,-90.749773
26.436109,-2.186428,0.753947,-90.747149
26.466083,-2.200748,0.741443,-90.744913
26.501035,-2.199407,0.742406,-90.741985
26.531012,-2.224622,0.901255,-90.748418
26.561004,-2.146516,1.195480,-90.768454
26.590978,-2.143008,1.217832,-90.776778
